Year;//?province;Season;Pollution source;???action plan;Land use;Monitoring station;Pm2.5;What is pm10 level?;What is so2 level?;No2;??co //;O3
2006;kasU;Spring!!;TRAFFIC;Implemented!!;SUBURBAN;Station B;33.41712678;46.30180648;17.1745828;100.4090376;5.291919824;92.01458538
2006;kasU;remmuS;RESIDENTIAL;detnemelpmI;RURAL;Station C!!;141.8461254;160.1975854;19.92644674;85.95271671;8.080357805;32.35373894
2006;UsaK; Autumn;residential;NOT IMPLEMENTED;URBAN;station d;146.5910009;96.25217828;37.77466154;147.8781938;5.399140506;22.62496765
2007;IzmiR;WinteR;ResidentiaL;not implemented;Suburban ;Station B;71.4691233;74.0474085;44.37884234;52.02663211;6.457875406;66.90958051
2007;izmir; Spring;TRAFFIC;not implemented;suburban;A noitatS;138.876473;82.96362405;63.0708976;81.12653154;2.531752583;72.69713369
2007;Izmir!!; Summer;residential; Not Implemented;laruR; Station B;83.99957797;172.3359075;9.293985007;58.45829979;;70.3628993
2007;Izmir!!;Autumn!!;Natural ;detnemelpmI;nabrubuS;station d;44.11265755;152.3098133;51.3617926;77.51770019;7.964403828;35.3351036
2007;AydiN;retniW;Traffic ;Not Implemented ;SUBURBAN;STATION A;128.2173775;NA;19.89726276;56.70387419;1.079789372;28.95922821
2007;AYDIN; Spring;Industrial ;Not Implemented ;suburban;STATION D;100.540762;32.32534964;58.24956715;26.69270834;2.786675811;95.812286
2007;AYDIN; Summer; Natural;AN;urban;station b;148.4231713;57.87966211;64.465652;82.43066369;12.84837492;92.71345329
2007; Aydin;autumn;INDUSTRIAL;IMPLEMENTED;na;STATION C;43.43185667;184.9437257;56.55750714;85.52333811;5.295068913;48.44507794
2007; Denizli;winter; Residential;Not Implemented ;Rural!!;Station C;122.9383535;132.5520671;74.35296003;98.21944255;9.73314896;85.38841728
2007;DENIZLI;spring;NaturaL; Implemented;Urban!!;Station B!!;12.54344448;111.3612397;34.88970594;116.4603455;14.69905487;47.97073038
2007;DenizlI;SUMMER;TRAFFIC;Not ImplementeD;RURAL;;21.47867561;123.3147839;76.98044598;81.33603675;2.755932602;45.31695672
2007;DenizlI; Autumn;natural;detnemelpmI;urban;STATION B;5.568164368;79.54537049;44.41117401;23.45137079;0.7585266;19.89248002
2007; Manisa;WINTER; Industrial;IMPLEMENTED; NA;A noitatS;179.9061585;179.6853672;NA ;87.87087343;7.080126514;45.50857537
2007;Manisa ;gnirpS; Traffic;NOT IMPLEMENTED;urban;Station D!!;121.3296861;109.4243874;65.51400847;81.29562087;;56.05460917
2007;NA;SummeR;NaturaL;Implemented!!;nabrU;Station D;;32.18210153;3.799121632;140.1678806;1.646179733;7.137911106
2007;MANISA;Autumn!!; Natural;NOT IMPLEMENTED;laruR;Station D ;78.91028092;34.52237372;66.0914337;110.7851574;7.104475908;47.19073549
2007;Mugla!!; Winter;Natural!!;Implemented ;NA;STATION B;58.21167243;123.2035616;-62.62134461;11.34300792;0.4086316;79.22884075
2007;MuglA;Spring!!;natural;ImplementeD; Suburban;NA;26.93332125;187.9483414;NA;99.37377944;8.714947236;69.60437536
2007;MuglA;SummeR;Traffic ;Implemented ;urban;AN;46.27783713;68.58690312;10.40783992;12.13575987;2.208990057;65.33991394
NA;Mugla ;autumn;industrial;NA;RuraL;Station A;59.51582718;175.2128221;NA ;47.22450695;1.3603876;91.4077657
2007; Usak; Winter;NA!!;detnemelpmI; Suburban;C noitatS;137.5979569;170.6959776;92.4759272;67.3644972;1.83915575;6.713040933
2007;UsaK;Spring ;TraffiC;Not ImplementeD;RURAL;NA;83.25095939;57.08436415;69.54937348;22.03159184;9.606636949;57.91952069
2007;kasU;SUMMER;IndustriaL;detnemelpmI;nabrubuS; Station B;16.23512585;16.90474218;14.45605615;90.82608845;6.962376667;79.7981406
2007;usak;AUTUMN;NATURAL;NOT IMPLEMENTED;RuraL;Station C;7.614206299;29.35098038;36.95887059;5.96079098;8.033578201;56.42686136
2008;IZMIR; Winter;industrial; Implemented;;station c;NA;163.2552322;60.0633334;31.70555774;NA;35.7700775
2008;rimzI;SprinG;IndustriaL;not implemented;laruR;station a;NA ;NA;83.8860271;71.79163543;3.429496002;17.94380368
2008; Izmir;summer; Traffic;ImplementeD;Suburban!!;station d;140.312973;80.5414749;6.278771014;87.15456963;2.421391667;89.31849182
2008;Izmir!!;AUTUMN;IndustriaL;Not Implemented!!;URBAN;B noitatS;97.42335978;105.3228415;25.19004688;NA;7.28762322;49.72242728
2008;aydin;winter;TraffiC;not implemented;;station d;145.5177066;162.6228472;89.19540105;86.13211497;5.563104462;88.42094371
2008;nidyA;gnirpS;NaturaL;IMPLEMENTED;SUBURBAN;Station B;72.6243162;31.51393242;2.898223918;NA;6.354570952;60.65595163
2008;aydin;Summer!!;IndustriaL;IMPLEMENTED;urban;station a;57.44158206;87.209617;21.73711207;65.45400138;3.968209784;69.04825108
2008;AYDIN;AutumN;Industrial ;NA;rural;Station C ;20.71805404;102.1638527;95.98436925;5.147708936;9.491675401;81.40480967
2008; Denizli;Winter ;Residential ;not implemented;Suburban!!;station a;158.4123459;124.0328564;;18.81831475;1.780609132;67.61977674
2008;DenizlI;Spring!!;NATURAL;Not Implemented!!;RuraL;STATION C;118.5582042;165.4885219;27.64379393;66.47377265;9.65996643;42.81520986
2008;Denizli!!;Summer!!;NaturaL;ImplementeD;Rural ; Station D;29.37712415;42.61885706;8.565127251;82.63993687;0.247075613;53.79517147
2008; Denizli;nmutuA;residential;ImplementeD; Urban;D noitatS;79.27778176;163.4879758;na;68.90851844;7.294716523;81.28932484
2008;manisa;WINTER;Residential!!;not implemented;Urban ;Station A!!;90.80321658;155.8115914;25.9850178;115.7365122;5.100512396;40.49677816
2008;asinaM;Spring ;TRAFFIC;detnemelpmI toN;Suburban ;;95.63827514;115.6154547;88.38561032;65.01416396;4.546321798;41.87153839
2008;MANISA;SUMMER;traffic;Implemented ;URBAN; Station A;142.1970996;142.9102954;42.75953812;17.58934124;8.624368998;14.09056103
2008;MANISA;;IndustriaL; Not Implemented; Suburban;Station C ;89.06685906;88.2833704;72.59267018;27.08186886;4.412332664;91.88552135
2008; Mugla; Winter;;detnemelpmI;RURAL;C noitatS;99.99780442;39.92509547;91.99193347;101.5997957;4.206983818;13.64844992
2008;MuglA;Spring!!;lairtsudnI;ImplementeD; Rural;Station D;12.29682528;136.4953957;41.98796524;88.36496586;7.353961813;66.57987186
2008;alguM; Summer;IndustriaL;Implemented ;nabrubuS;D noitatS;14.12158402;109.6877383;;107.8976285;6.890175123;44.25347549
2008;MuglA;autumn;Traffic ; Not Implemented;RURAL;STATION C;32.16528474;131.4812121;52.67755722;18.51908365;8.349385692;43.53384207
2008;UsaK;Winter!!;Natural!!; Not Implemented;URBAN;Station C;11.64991427;81.64174523;90.99220133;154.5382689;3.861890871;69.55742447
2008;kasU;SPRING; Industrial; Not Implemented;RURAL; Station C;112.7861699;182.3046497;80.82869259;29.0817721;6.134332247;11.3739046
2008;usak;Summer!!;Natural!!;NOT IMPLEMENTED;UrbaN; Station D;109.8828941;121.600275;8.45132465;8.261091505; NA;61.40204938
2008; Usak;autumn; NA; Implemented;Suburban!!;station d;24.72815399;26.22647202;69.87213441;119.703638;3.760404328;78.34301967
2009; Izmir;retniW;Residential!!;Not Implemented!!;SUBURBAN;NA;;105.0090341;58.0459572;37.32349683;4.911969665;83.680212
2009;Izmir ; Spring;Industrial ;implemented;rural;STATION C;27.44397505;153.7076504;90.93139128;81.82223704;3.206443219;21.20038699
2009; Izmir; Summer; Industrial;ImplementeD;rural;station b;NA!!;160.8855667;14.00317885;;1.504259536;90.25480976
2009;IZMIR;AUTUMN;industrial;Implemented!!; Urban;station c;41.10165038;103.97344;54.33553909;93.24416556;3.324947978;67.33387873
2009;aydin;Winter!!; Traffic;not implemented;AN;D noitatS;70.78143515;198.0022423;88.18734396;141.6532305;1.716877649;88.77620608
2009;nidyA;SPRING;RESIDENTIAL;;Rural!!; Station B;41.92624605;60.85700307;42.1823311;41.82083425;6.862388794;51.10166813
2009; Aydin;remmuS;industrial;detnemelpmI;RuraL;station b;75.89788433;88.01375248;49.23550194;82.07920725;6.641201192;
2009;;Autumn!!;INDUSTRIAL;detnemelpmI toN; Suburban;Station A ;64.0741428;180.733413;8.905146411;26.60891271; NA;92.30863632
2009;denizli;Winter!!;NaturaL;implemented;suburban;Station C ;177.6630914;198.3176537;;76.85147085;7.323816295;90.49140662
2009; Denizli;SPRING;;Not Implemented!!;Suburban!!; Station D;13.10932077;140.2854261;33.80165162;43.69179046;0.615253804;47.57528297
2009;ilzineD;SUMMER;Industrial!!;not implemented;Rural!!;Station A ;25.61629958;173.206304;94.62199998;29.28894974;8.854027222;31.06920001
2009;Denizli!!;autumn;natural; Not Implemented;laruR;A noitatS;12.65975462;26.86692072;29.70140133;41.01593583;8.640484113;42.35119128
2009;asinaM;WinteR;Natural!!;IMPLEMENTED;Rural!!;STATION C;114.8963679;191.78395;47.16513606;25.56672288;4.488871176;41.83761121
NA;asinaM;SprinG;TraffiC;Not ImplementeD;SUBURBAN;Station A!!;12.90384522;70.91778224;67.78783351;108.7203524;5.9000442;32.25235312
2009;asinaM;remmuS;larutaN;detnemelpmI toN;Rural!!;station c;126.2837619;43.88298736;17.8939705;50.67649193;9.763175491;30.51506241
2009; Manisa;AutumN;Industrial!!;Not ImplementeD;nabrU;Station A!!;79.23110145;55.4802689;49.67135394;43.16925609;8.054719803;86.80097897
2009;Mugla ;winter;TraffiC;NOT IMPLEMENTED; NA;STATION C;97.69932668;98.35541817;74.37682587;56.56690172;9.062686101;11.63688247
2009;alguM; Spring;Traffic!!; Implemented;laruR;STATION D;86.43120362;NA!!;86.95181088;41.86165918;0.922083702;69.3730623
2009;MUGLA;Summer!!;IndustriaL; Not Implemented;RuraL;C noitatS;29.76798741;70.90784134;63.37340892;90.60821419;1.9914135;21.41790489
2009;MUGLA;AUTUMN;RESIDENTIAL;detnemelpmI;laruR;Station C ;33.66509395;35.64591235;67.5672445;116.6902899;4.46347394;37.72805987
NA!!;usak;Winter!!;NaturaL;;rural;Station B ;;72.900944;14.37578031;55.37387052;5.889092403;10.84658824
2009;Usak ;Spring!!; Traffic;detnemelpmI;URBAN;STATION D;91.05698029;118.7339248;94.68609673;135.2244933;12.2709836;30.6474955
2009;usak;;laitnediseR; Not Implemented;urban;D noitatS;35.46707751;93.95220454;14.99225959;91.0965295;14.82569241;78.00000176
2009;NA;Autumn ;Industrial!!;Implemented ; Rural;D noitatS;21.86810043;75.87656463;77.91794784;23.08210149;3.949629815;89.07645583
2010;IzmiR; Winter;NaturaL;Not ImplementeD;Suburban ; Station A;174.8003382;167.0084949;27.95199953;84.42161534;0.569414798;26.04507943
2010;IZMIR;Spring ;NaturaL;IMPLEMENTED; Rural;NA;AN;179.7668946;93.49212808;64.04496717;8.031597883;49.03704473
2010;Izmir!!;SummeR;Traffic!!;ImplementeD;RURAL;station d;121.3911238;153.7899524;72.55603486;79.81975017;6.083369119;49.68078455
2010;rimzI;Autumn!!;larutaN;IMPLEMENTED;Rural!!;Station A;119.2650967;NA;75.87374387;107.3140524;2.065574303;87.98965405
2010;AydiN;NA;larutaN;Not Implemented ;nabrubuS;Station A ;57.71525581;166.5884131;23.46779896;55.64997563;4.998801721;77.46591002
2010;AYDIN;Spring!!;NaturaL;Implemented!!;Suburban ;STATION A;24.66585932;38.87623467;45.41791771;108.6354267;7.448871431;53.74233574
2010; Aydin; Summer;natural;IMPLEMENTED;SUBURBAN; Station B;26.11615377;34.76041774;62.54569307;91.32693664;7.727076692;68.72098404
2010; Aydin;Autumn ;INDUSTRIAL;ImplementeD;urban;Station A!!;106.1275845;75.66913704;77.45741458;79.54643642;7.569333418;85.49873012
2010;denizli;WINTER;laitnediseR;implemented;nabrubuS;Station B ;117.8483468;179.8097951;12.18801884;74.3705456;3.121623848;5.906200632
2010;DenizlI;Spring!!;lairtsudnI; Not Implemented; Urban;station c;118.4981228;56.80616698;96.31180101;55.17437931;14.61007734;43.27455295
2010;denizli;remmuS;Industrial ; Implemented;urban;A noitatS;140.93477;22.01814769;89.24162571;153.5477963;10.00093477;91.18810089
2010;ilzineD; Autumn; Traffic;Implemented ;SUBURBAN;STATION D;105.3294677;35.02481169;28.49416187;81.74538375;4.141551442;75.32973793
2010;asinaM; Winter;larutaN;IMPLEMENTED;SUBURBAN;Station A ;33.11816736;190.4776984;82.63050382;10.04238804;;56.56993056
2010;Manisa!!;gnirpS;INDUSTRIAL;Not Implemented!!; Suburban;Station C!!;40.29917943;130.4188241;52.79574446;42.56151916;7.337919532;55.31623007
2010;Manisa ;Summer!!; NA;IMPLEMENTED;Urban ;station c;127.118091;58.10822104;47.25703519;99.68550785;3.746424167;38.03815927
2010;manisa; Autumn; Industrial; Implemented; Rural;station a;35.349381;115.5062068;;11.47832695;1.799928891;54.4494507
2010;alguM;WINTER;Industrial!!;detnemelpmI;Suburban!!; Station C;18.61888315;121.2641411;58.93492149;7.746682002;5.345355501;67.26140395
2010;mugla;NA!!;Traffic!!;implemented;suburban;Station B ;106.9756078;;73.52913353;56.75278755;2.970875187;44.74448865
2010;alguM;Summer!!;Residential!!;Not Implemented ;Suburban ;Station B!!;63.36632155;54.30563534;42.27142469;43.25937066;6.326160935;72.84454891
2010;MUGLA;Autumn ;Residential!!;detnemelpmI;nabrU;station a;138.4058076;174.2365676;63.66348091;72.0256419;1.901389322;86.81706159
2010;na; Winter;Industrial ;;UrbaN;STATION B;;75.65802947;70.53266627;45.77264983;9.875875403;19.69506058
2010;USAK; Spring;ciffarT;Not ImplementeD;Rural!!;station b;18.11075178;141.8850143;NA ;23.9425409;2.904635627;47.89696717
2010;usak;remmuS;Natural!!;Not Implemented!!;Suburban ;Station D!!;142.4392023;13.06368281;7.092677617;84.25148605;0.102405051;NA
2010;Usak ;Autumn ;NaturaL;detnemelpmI toN;UrbaN;A noitatS;42.49080323;80.80485468;86.25528496;83.42838188;2.035000456;70.30915638
2011;Izmir!!;WinteR;industrial;ImplementeD;RuraL;C noitatS;64.67497333;84.50735195;46.90882485;28.01773429;9.342792241;28.7374092
2011; Izmir;Spring ;Residential!!;detnemelpmI toN;suburban; Station A;63.32775998;113.2620414;27.71677601;41.75278402;8.686810927;65.82383692
2011; Izmir; Summer;ciffarT;Implemented!!;URBAN;Station B ;12.42752298;23.81988974;25.69292173;94.9752822;3.619094126;88.36147796
2011; Izmir;Autumn!!;Residential!!;detnemelpmI toN;nabrubuS;Station D!!;76.99473622;160.124961;49.33538306;13.30637505;7.805881855;44.72250198
2011;AYDIN;Winter ;Natural ;Implemented ; Suburban; Station A;27.45741745;56.51618757;88.90949087;21.95709607;6.124858772;91.5464915
2011;AydiN;gnirpS;RESIDENTIAL; Not Implemented;urban;Station A;63.14069737;138.6371848;39.078063;17.45021781;14.56793497;99.3505552
2011;nidyA;Summer ;NATURAL;IMPLEMENTED;Urban!!;station b;55.85291926;162.6103034;75.47312318;127.9414412;5.698044044;15.07874475
2011; Aydin;nmutuA;ciffarT;detnemelpmI toN;UrbaN;Station B;117.0618121;116.7566217;11.48823564;118.9851804;10.2696901;27.14005286
2011;Denizli ;WinteR;TraffiC;Implemented ;Suburban!!;station a;145.751669;165.8445902;48.65355681;91.63098717;0.729003652;95.28607639
2011; NA;Spring ;INDUSTRIAL;IMPLEMENTED;SuburbaN;B noitatS;27.24486795;135.7534593;99.18524176;87.3774145;4.022848733;96.04113022
2011;denizli;remmuS;INDUSTRIAL;ImplementeD;RURAL; Station B;58.14992217;77.55066146;77.50290467;81.97932372;9.641794846;14.28219116
2011;DENIZLI;Autumn ;residential;IMPLEMENTED;SUBURBAN;B noitatS;59.13620835;163.6831224;22.63179187;59.85407027;NA ;6.424857536
2011;ManisA;WinteR;ciffarT;NA;nabrU;NA;32.34541724;72.59258631;51.14126442;102.5205854;4.425010625;20.30450221
2011;manisa;Spring ;TraffiC;AN; Suburban;Station B;120.7757582;118.5304544;24.89522684;9.411578801;1.290682535;99.62121442
2011;ManisA;SUMMER;lairtsudnI;Implemented ;laruR;Station D;107.5481076;151.6255704;42.13697087;76.46840861;7.064930568;22.09996358
2011;manisa;nmutuA;NATURAL; Implemented;RURAL;B noitatS;32.60535901;82.00162286;NA!!;94.45593614;6.48407483;52.74202264
2011;mugla;WinteR;RESIDENTIAL;detnemelpmI toN;URBAN;STATION C;69.8096121;74.27842999;77.5800319;81.30357488;5.702989897;85.59968401
na;Mugla!!;gnirpS;RESIDENTIAL;ImplementeD;Urban!!;station a;20.3417286;97.27574193;24.35383703;59.9482426;14.27147908;6.938153015
2011;Mugla!!;remmuS; Industrial;Implemented!!;RURAL; Station D;96.08995658;165.4130639;92.37788518;36.9040745;0.319807849;62.42645331
 NA;alguM;autumn;Traffic ;NOT IMPLEMENTED;NA ;STATION D;22.59892906;186.685135;60.07168191;78.92223577;3.106866131;31.31741764
2011;USAK;WinteR;Industrial!!;detnemelpmI;RuraL; Station B;177.5525453;124.9224333;39.23258051;84.67213784;9.218587914;86.92181706
2011;Usak ;Spring ;Industrial ;Not ImplementeD;urban;Station A;118.1989008;135.678579;51.18968692;136.7096562;4.915891259;31.92880918
2011;Usak ;remmuS;lairtsudnI;IMPLEMENTED;RURAL; Station C;61.58458969;181.6219882;61.29698284;44.36841948;NA;70.24179343
2011;Usak ; Autumn;industrial;Not ImplementeD;laruR;Station B;88.89177018;28.72390177;56.86927212;93.52381535;5.388782058;69.05086508
2012;izmir;winter;Natural!!;Not Implemented ; Urban;STATION A;164.573476;59.50442277;49.66769348;90.42269572;12.38345599;26.04188714
2012;Izmir!!;SPRING;natural;implemented;SuburbaN;;85.34439566;144.6910012;51.4834148;106.5261964;1.121152933;8.305923987
